title,release_year,results
Mixtape,2021,"[{'_id': '61e5cf70b597b91eb95426bf', 'id': 'tt7504818', 'primaryImage': {'id': 'rm2383803137', 'width': 1086, 'height': 1609, 'url': 'https://m.media-amazon.com/images/M/MV5BMzMxMjllYTgtZWNjZS00ODc0LTljZWUtYjdiMDQ2ZDJkM2FkXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg', 'caption': {'plainText': ""Ron's Gone Wrong (2021)"", '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': ""Ron's Gone Wrong"", '__typename': 'TitleText'}, 'originalTitleText': {'text': ""Ron's Gone Wrong"", '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 13, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Deadlock,2021,"[{'_id': '61e5c935a66e59642352afc3', 'id': 'tt8847712', 'primaryImage': {'id': 'rm942997249', 'width': 1013, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BNmQxZTNiODYtNzBhYy00MzVlLWJlN2UtNTc4YWZjMDIwMmEzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg', 'caption': {'plainText': 'Bill Murray, Willem Dafoe, Frances McDormand, Liev Schreiber, Bob Balaban, Benicio Del Toro, Edward Norton, Henry Winkler, Adrien Brody, Jason Schwartzman, Owen Wilson, Mathieu Amalric, Steve Park, Lois Smith, Tilda Swinton, Christoph Waltz, Wallace Wolodarsky, Jeffrey Wright, Jarvis Cocker, Mohamed Belhadjine, Saoirse Ronan, Tony Revolori, Timothée Chalamet, Lyna Khoudri, and Krishna Bagadiya in The French Dispatch (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The French Dispatch', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The French Dispatch', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 21, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
West Side Story,2021,"[{'_id': '61e58f55e1a8ddbd9644986b', 'id': 'tt10696784', 'primaryImage': {'id': 'rm2033773313', 'width': 1383, 'height': 2048, 'url': 'https://m.media-amazon.com/images/M/MV5BZTQwYThhZTYtZTQ3MC00NDQ0LWFkZGMtMzdiMTU3OGJiYTY0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg', 'caption': {'plainText': 'The Harder They Fall (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Harder They Fall', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Harder They Fall', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 3, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Don't Look Up,2021,"[{'_id': '61e58f47e1a8ddbd9644951f', 'id': 'tt10687506', 'primaryImage': {'id': 'rm4131711489', 'width': 1944, 'height': 2880, 'url': 'https://m.media-amazon.com/images/M/MV5BZTVjMjcwNTctNWQ3NS00NzVlLWE4N2ItOTlhMjc1ZTdkMzYyXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg', 'caption': {'plainText': 'Benedict Cumberbatch and Claire Foy in The Electrical Life of Louis Wain (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Electrical Life of Louis Wain', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Electrical Life of Louis Wain', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 23, 'month': 12, 'year': 2021, '__typename': 'ReleaseDate'}}]"
National Champions,2021,"[{'_id': '61e5ab60d8f3c0931e4b9467', 'id': 'tt15523186', 'primaryImage': {'id': 'rm896199425', 'width': 904, 'height': 1121, 'url': 'https://m.media-amazon.com/images/M/MV5BOTllYWFlYWItNzU4ZS00NjBkLTk2NmItM2QxZjA5NmE4MjFkXkEyXkFqcGdeQXVyMTM1NjAwNTI2._V1_.jpg', 'caption': {'plainText': 'Gippy Grewal in Warning (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Warning', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Warning', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 19, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}, {'_id': '61e5d77eb597b91eb95622a5', 'id': 'tt8956324', 'primaryImage': {'id': 'rm4214551297', 'width': 2764, 'height': 4096, 'url': 'https://m.media-amazon.com/images/M/MV5BYmEzYjE0NGQtZTg1Ni00NDFmLWExZDYtNTZjNDdlMmE3NWFiXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_.jpg', 'caption': {'plainText': 'Thomas Jane in Warning (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Warning', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Warning', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 22, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Being the Ricardos,2021,"[{'_id': '61e5d3cde1a8ddbd96553c23', 'id': 'tt8893974', 'primaryImage': {'id': 'rm2444751105', 'width': 1500, 'height': 2222, 'url': 'https://m.media-amazon.com/images/M/MV5BYTNhOTlmMDYtNWUyMi00Y2E0LThmYmItNGY4ZGI2ZDgwZmI3XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg', 'caption': {'plainText': 'Ruth Negga and Tessa Thompson in Passing (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Passing', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Passing', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 10, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}, {'_id': '61e5d57a909c2ca78155a631', 'id': 'tt15836418', 'primaryImage': {'id': 'rm3394234881', 'width': 1944, 'height': 2880, 'url': 'https://m.media-amazon.com/images/M/MV5BMzJkMGM1Y2UtNGRlYS00MmFhLWJkYTYtZWY2ZDRkZTZlMzliXkEyXkFqcGdeQXVyODQ5OTIyNjU@._V1_.jpg', 'caption': {'plainText': 'Passing (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Passing', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Passing', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 29, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Red Rocket,2021,"[{'_id': '61e59939cffb8f2faa4707a1', 'id': 'tt12383460', 'primaryImage': {'id': 'rm3186947841', 'width': 800, 'height': 1185, 'url': 'https://m.media-amazon.com/images/M/MV5BYmQxNzI0YzAtMDE3YS00YzM5LWFjNTMtYzEzMDI4MGE3MDM4XkEyXkFqcGdeQXVyNTYxMjExMDk@._V1_.jpg', 'caption': {'plainText': ""Jason O'Mara and Kate Siegel in Hypnotic (2021)"", '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Hypnotic', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Hypnotic', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 27, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
The Hating Game,2021,"[{'_id': '61e5dad1909c2ca78156f2af', 'id': 'tt7740510', 'primaryImage': {'id': 'rm264026625', 'width': 1334, 'height': 2000, 'url': 'https://m.media-amazon.com/images/M/MV5BY2UzODAyNjktN2MwYy00M2RkLThiOTEtMjU1MTgxY2EzM2YyXkEyXkFqcGdeQXVyODk5MDA0MDU@._V1_.jpg', 'caption': {'plainText': 'Jeremy T. Thomas in Antlers (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Antlers', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Antlers', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 28, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Rumble,2021,"[{'_id': '61e59cebef99b1c54347f4df', 'id': 'tt13024674', 'primaryImage': {'id': 'rm1980889345', 'width': 1200, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BZGRlODFlNTItZWFhZS00NjU5LTliNDUtNjUxMGJhMGZhYjFmXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg', 'caption': {'plainText': 'Army of Thieves (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Army of Thieves', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Army of Thieves', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 29, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
South Park: Post Covid: The Return of Covid,2021,"[{'_id': '61e590aed735dff3f944ed4f', 'id': 'tt10925852', 'primaryImage': {'id': 'rm4040290561', 'width': 1400, 'height': 2100, 'url': 'https://m.media-amazon.com/images/M/MV5BMTlmYjQwNjAtMTY0Yi00ZjJmLThmNTktZWUwYzNmYTQ3YjA2XkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_.jpg', 'caption': {'plainText': 'Amanda Seyfried in A Mouthful of Air (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'A Mouthful of Air', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'A Mouthful of Air', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 5, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Spider-Man: No Way Home,2021,[]
Nightmare Alley,2021,"[{'_id': '61e58e3a95801a78bc445681', 'id': 'tt10515988', 'primaryImage': {'id': 'rm1456797441', 'width': 2025, 'height': 3000, 'url': 'https://m.media-amazon.com/images/M/MV5BYTI0YjQ1OWItZTI4NS00MDY4LWE1OWMtMWJlMjIzY2VkNDMzXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_.jpg', 'caption': {'plainText': 'Paranormal Activity: Next of Kin (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Paranormal Activity: Next of Kin', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Paranormal Activity: Next of Kin', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 29, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
The Lost Daughter,2021,"[{'_id': '61e5bb58d735dff3f94f5ec7', 'id': 'tt3885422', 'primaryImage': {'id': 'rm3116364801', 'width': 1080, 'height': 1600, 'url': 'https://m.media-amazon.com/images/M/MV5BZTA2MGI3MGYtMDJkZi00MDRmLTlhOTEtYjgyNTg0YzEwNmM2XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_.jpg', 'caption': {'plainText': 'The Spine of Night (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Spine of Night', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Spine of Night', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 18, 'month': 3, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Swan Song,2021,"[{'_id': '61e5d26fd735dff3f954e527', 'id': 'tt6852672', 'primaryImage': {'id': 'rm2333144577', 'width': 3960, 'height': 5832, 'url': 'https://m.media-amazon.com/images/M/MV5BZGE5NmQ3YTktY2Q1ZC00MWMwLTkxMGMtZDI5MDdmYzFhNDkzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg', 'caption': {'plainText': 'Olivia Munn and Luke Bracey in Violet (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Violet', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Violet', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 5, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}]"
The Tender Bar,2021,"[{'_id': '61e58d0eb597b91eb9440b93', 'id': 'tt10314548', 'primaryImage': {'id': 'rm2859398401', 'width': 2160, 'height': 2880, 'url': 'https://m.media-amazon.com/images/M/MV5BMDhiZDNkYTgtZDEwNC00NGJjLWI5OWMtZDdlZDQ4NzY5NzlhXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_.jpg', 'caption': {'plainText': 'Heart of Champions (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Heart of Champions', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Heart of Champions', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 29, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Fortress,2021,"[{'_id': '61e5cb0ce1a8ddbd965325df', 'id': 'tt9032400', 'primaryImage': {'id': 'rm1516895489', 'width': 1688, 'height': 2500, 'url': 'https://m.media-amazon.com/images/M/MV5BMTExZmVjY2ItYTAzYi00MDdlLWFlOWItNTJhMDRjMzQ5ZGY0XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_.jpg', 'caption': {'plainText': 'Salma Hayek, Angelina Jolie, Richard Madden, Gemma Chan, Ma Dong-seok, Brian Tyree Henry, Kit Harington, Kumail Nanjiani, Lauren Ridloff, Barry Keoghan, and Lia McHugh in Eternals (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Eternals', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Eternals', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 3, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Sing 2,2021,"[{'_id': '61e5cde578c012aa3453c691', 'id': 'tt7991608', 'primaryImage': {'id': 'rm2565534977', 'width': 1500, 'height': 2222, 'url': 'https://m.media-amazon.com/images/M/MV5BZmRjODgyMzEtMzIxYS00OWY2LTk4YjUtMGMzZjMzMTZiN2Q0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg', 'caption': {'plainText': 'Ryan Reynolds, Dwayne Johnson, and Gal Gadot in Red Notice (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Red Notice', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Red Notice', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 12, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}]"
The Matrix Resurrections,2021,"[{'_id': '61e5b92eb597b91eb94ed661', 'id': 'tt3420504', 'primaryImage': {'id': 'rm1183640065', 'width': 675, 'height': 1000, 'url': 'https://m.media-amazon.com/images/M/MV5BZTMxYjk3MmItMzk1OC00NmRhLThlMjYtNmQyNzA0MzgxMWI2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg', 'caption': {'plainText': 'Tom Hanks in Finch (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Finch', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Finch', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 5, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}]"
The King's Man,2021,"[{'_id': '61e59a17b597b91eb9473d27', 'id': 'tt12536294', 'primaryImage': {'id': 'rm4070503681', 'width': 3680, 'height': 5400, 'url': 'https://m.media-amazon.com/images/M/MV5BMTdkZDc4YmQtYzA3My00NzliLThjN2YtMDIwMDkxY2Y4ODdmXkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_.jpg', 'caption': {'plainText': 'Kristen Stewart in Spencer (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Spencer', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Spencer', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 11, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}]"
The Tragedy of Macbeth,2021,"[{'_id': '61e59bf6cffb8f2faa47b723', 'id': 'tt12856788', 'primaryImage': {'id': 'rm2942879233', 'width': 359, 'height': 435, 'url': 'https://m.media-amazon.com/images/M/MV5BZDkxMTFhNzUtOWQwMS00N2Y2LWJkYmUtZDM5ZmE5MzAzNzE5XkEyXkFqcGdeQXVyMTI1NDAzMzM0._V1_.jpg', 'caption': {'plainText': 'Dangerous (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Dangerous', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Dangerous', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': None, 'month': None, 'year': 2021, '__typename': 'ReleaseDate'}}, {'_id': '61e5bb4def99b1c5434f59c7', 'id': 'tt3876910', 'primaryImage': {'id': 'rm4262524417', 'width': 2680, 'height': 4058, 'url': 'https://m.media-amazon.com/images/M/MV5BMjhjMDBiNzYtY2M0Zi00ZDE3LTg2NzctMDU1NmYyNmUyYjNjXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_.jpg', 'caption': {'plainText': 'Mel Gibson, Famke Janssen, Kevin Durand, Tyrese Gibson, and Scott Eastwood in Dangerous (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Dangerous', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Dangerous', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 18, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}]"
A Journal for Jordan,2021,"[{'_id': '61e58faaa66e59642344ad79', 'id': 'tt10752004', 'primaryImage': {'id': 'rm3048470273', 'width': 1500, 'height': 2222, 'url': 'https://m.media-amazon.com/images/M/MV5BODIwNDIxN2YtMWU3ZS00MjU5LWIxMzctNmY1NDg5NDgwYmM0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg', 'caption': {'plainText': 'Nina Dobrev, Jimmy O. Yang, and Darren Barnet in Love Hard (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Love Hard', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Love Hard', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 5, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}]"
Memoria,2021,"[{'_id': '61e5957a78c012aa34461839', 'id': 'tt11738830', 'primaryImage': {'id': 'rm215217153', 'width': 2025, 'height': 3000, 'url': 'https://m.media-amazon.com/images/M/MV5BOTE4ZjI4ZjMtMzJhOS00Y2U5LTg3YTAtZjcyZmU1NjAyNjRjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg', 'caption': {'plainText': 'The Beta Test (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'The Beta Test', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'The Beta Test', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 15, 'month': 10, 'year': 2021, '__typename': 'ReleaseDate'}}]"
The 355,2022,"[{'_id': '61e5b46aa66e5964234dbd85', 'id': 'tt2397461', 'primaryImage': {'id': 'rm2202987265', 'width': 1016, 'height': 1500, 'url': 'https://m.media-amazon.com/images/M/MV5BZGIxYTU5MzctY2MzNS00MTRhLWEwM2UtY2Q5Mzk3OTAzMzcwXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg', 'caption': {'plainText': 'Giovanni Michael Abate in Clifford the Big Red Dog (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Clifford the Big Red Dog', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Clifford the Big Red Dog', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 22, 'month': 12, 'year': 2021, '__typename': 'ReleaseDate'}}]"
The Legend of La Llorona,2022,[]
The Commando,2022,"[{'_id': '61e5913095801a78bc450f29', 'id': 'tt11012066', 'primaryImage': {'id': 'rm300741633', 'width': 1182, 'height': 1478, 'url': 'https://m.media-amazon.com/images/M/MV5BMDlkMzZiM2EtZDMxZC00ZWUwLTliMDMtMGMzMzE3NTEzMThiXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg', 'caption': {'plainText': 'Archie Yates in Home Sweet Home Alone (2021)', '__typename': 'Markdown'}, '__typename': 'Image'}, 'titleType': {'text': 'Movie', 'id': 'movie', 'isSeries': False, 'isEpisode': False, '__typename': 'TitleType'}, 'titleText': {'text': 'Home Sweet Home Alone', '__typename': 'TitleText'}, 'originalTitleText': {'text': 'Home Sweet Home Alone', '__typename': 'TitleText'}, 'releaseYear': {'year': 2021, 'endYear': None, '__typename': 'YearRange'}, 'releaseDate': {'day': 12, 'month': 11, 'year': 2021, '__typename': 'ReleaseDate'}}]"
